Source.Name,ATA,PUBLICATION NO.,RECEIVED DATE,ISSUE DATE,EFFECTIVE DATE,BIWEEKLY NUMBER,TC HOLDER,AC TYPE,SUBJECT,SUPERSEDES,REFERENCE,AFFECTED PART,METHOD OF COMPLIANCE,COMPLIANCE TIME,REPEAT INTERVAL,EFFECTIVITY,PARTS PROHIBITION,PIC,EVALUATION DATE,TDE NUMBER,TDE STATUS,ENGINEERING ACTION,Issued Instructions
,,2022-02-03,31-May-22,,,2022-05,"CFM International, S.A.","CFM56-3, CFM56-3B, and CFM56-3C; CFM56-7B20, CFM56-7B20/2, CFM56-7B20/3, CFM56-7B22, CFM56-7B22/2, CFM56-7B22/3, CFM56-7B22/3B1, CFM56-7B22/B1, CFM56-7B24, CFM56-7B24/2, CFM56-7B24/3, CFM56-7B24/3B1, CFM56-7B24/B1, CFM56-7B26, CFM56-7B26/2, CFM56-7B26/3, CFM56-7B26/3B1, CFM56-7B26/3B2, CFM56-7B26/3B2F, CFM56-7B26/3F, CFM56-7B26/B1, CFM56-7B26/B2, CFM56-7B27, CFM56-7B27/2, CFM56-7B27/3, CFM56-7B27/3B1, CFM56-7B27/3B1F, CFM56-7B27/3B3, CFM56-7B27/3F, CFM56-7B27/B1, and CFM56-7B27/B3; CFM56-7B27A, CFM56-7B27A/3, or CFM56-7B27AE","CFM56-3, CFM56-3B, and CFM56-3C; CFM56-7B20, CFM56-7B20/2, CFM56-7B20/3, CFM56-7B22, CFM56-7B22/2, CFM56-7B22/3, CFM56-7B22/3B1, CFM56-7B22/B1, CFM56-7B24, CFM56-7B24/2, CFM56-7B24/3, CFM56-7B24/3B1, CFM56-7B24/B1, CFM56-7B26, CFM56-7B26/2, CFM56-7B26/3, CFM56-7B26/3B1, CFM56-7B26/3B2, CFM56-7B26/3B2F, CFM56-7B26/3F, CFM56-7B26/B1, CFM56-7B26/B2, CFM56-7B27, CFM56-7B27/2, CFM56-7B27/3, CFM56-7B27/3B1, CFM56-7B27/3B1F, CFM56-7B27/3B3, CFM56-7B27/3F, CFM56-7B27/B1, and CFM56-7B27/B3; CFM56-7B27A, CFM56-7B27A/3, or CFM56-7B27AE",,,,,,,,,,,,,,
,,2022-02-14,31-May-22,,,2022-05,The Boeing Company,"787-8, 787-9, and 787-10","787-8, 787-9, and 787-10",,,,,,,,,,,,,,
,,2022-03-12,31-May-22,,,2022-05,Airbus SAS,"A330-201, -202, -203, -223, and -243; A330-301, -302, -303, -321, -322, -323, -341, -342, and -343; A330-841; A330-941; A340-211, -212, and -213; A340-311, -312, and -313; A340-541; A340-642","A330-201, -202, -203, -223, and -243; A330-301, -302, -303, -321, -322, -323, -341, -342, and -343; A330-841; A330-941; A340-211, -212, and -213; A340-311, -312, and -313; A340-541; A340-642",,,,,,,,,,,,,,
,,2022-03-14,31-May-22,,,2022-05,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-03-15,31-May-22,,,2022-05,Various Airplanes,Garmin G3X Touch Electronic Flight Instrument System,Garmin G3X Touch Electronic Flight Instrument System,,,,,,,,,,,,,,
,,2022-03-16,31-May-22,,,2022-05,General Electric Company,"GEnx-1B64, GEnx-1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx-1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P","GEnx-1B64, GEnx-1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx-1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P",,,,,,,,,,,,,,
,,2022-03-18,31-May-22,,,2022-05,British Aerospace (Operations) Limited and British Aerospace Regional Aircraft,"Jetstream Series 200, Jetstream Model 3101, and Jetstream Model 3201","Jetstream Series 200, Jetstream Model 3101, and Jetstream Model 3201",,,,,,,,,,,,,,
,,2022-03-19,31-May-22,,,2022-05,General Electric Company,"Passport 20-17BB1A, Passport 20-18BB1A, and Passport 20-19BB1A","Passport 20-17BB1A, Passport 20-18BB1A, and Passport 20-19BB1A",,,,,,,,,,,,,,
,,2022-03-22,31-May-22,,,2022-05,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-04-02,31-May-22,,,2022-05,Rolls-Royce Deutschland Ltd & Co KG,"Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q3, and Trent 1000-R3","Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q3, and Trent 1000-R3",,,,,,,,,,,,,,
,,2022-04-03,31-May-22,,,2022-05,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, and -153N; A320-211, -212, -214, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -252N, -253N, -271N, -272N, -251NX, -252NX, -253NX, -271NX, and -272NX","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, and -153N; A320-211, -212, -214, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -252N, -253N, -271N, -272N, -251NX, -252NX, -253NX, -271NX, and -272NX",,,,,,,,,,,,,,
,,2022-04-05,31-May-22,,,2022-05,The Boeing Company,"757-200, -200PF, -200CB, and -300; 767-200, -300, -300F, -400ER, and -2C","757-200, -200PF, -200CB, and -300; 767-200, -300, -300F, -400ER, and -2C",,,,,,,,,,,,,,
,,2022-04-07,31-May-22,,,2022-05,General Electric Company,"GEnx-1B64, GEnx-1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx-1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P","GEnx-1B64, GEnx-1B64/P1, GEnx-1B64/P2, GEnx-1B67, GEnx-1B67/P1, GEnx-1B67/P2, GEnx-1B70, GEnx-1B70/75/P1, GEnx-1B70/75/P2, GEnx-1B70/P1, GEnx-1B70/P2, GEnx-1B70C/P1, GEnx-1B70C/P2, GEnx-1B74/75/P1, GEnx-1B74/75/P2, GEnx-1B76/P2, GEnx-1B76A/P2, GEnx-2B67, GEnx-2B67B, and GEnx-2B67/P",,,,,,,,,,,,,,
,,2022-05-01,31-May-22,,,2022-05,"Learjet, Inc.","35, 35A (C-21A), 36, 36A, 55, 55B, 55C, and 60","35, 35A (C-21A), 36, 36A, 55, 55B, 55C, and 60",,,,,,,,,,,,,,
,,2022-05-04,31-May-22,,,2022-05,The Boeing Company,"737-100, -200, -200C, -300, -400, -500, -600, -700, -700C, -800, -900, and -900ER; ","737-100, -200, -200C, -300, -400, -500, -600, -700, -700C, -800, -900, and -900ER; ",,,,,,,,,,,,,,
,,2022-05-09,31-May-22,,,2022-05,MARS A.S.,ATL-88/90-1B,ATL-88/90-1B,,,,,,,,,,,,,,
,,2022-02-03,31-May-22,,,2022-06,"CFM International, S.A.","CFM56-3, CFM56-3B, and CFM56-3C; CFM56-7B20, CFM56-7B20/2, CFM56-7B20/3, CFM56-7B22, CFM56-7B22/2, CFM56-7B22/3, CFM56-7B22/3B1, CFM56-7B22/B1, CFM56-7B24, CFM56-7B24/2, CFM56-7B24/3, CFM56-7B24/3B1, CFM56-7B24/B1, CFM56-7B26, CFM56-7B26/2, CFM56-7B26/3, CFM56-7B26/3B1, CFM56-7B26/3B2, CFM56-7B26/3B2F, CFM56-7B26/3F, CFM56-7B26/B1, CFM56-7B26/B2, CFM56-7B27, CFM56-7B27/2, CFM56-7B27/3, CFM56-7B27/3B1, CFM56-7B27/3B1F, CFM56-7B27/3B3, CFM56-7B27/3F, CFM56-7B27/B1, and CFM56-7B27/B3; CFM56-7B27A, CFM56-7B27A/3, or CFM56-7B27AE","CFM56-3, CFM56-3B, and CFM56-3C; CFM56-7B20, CFM56-7B20/2, CFM56-7B20/3, CFM56-7B22, CFM56-7B22/2, CFM56-7B22/3, CFM56-7B22/3B1, CFM56-7B22/B1, CFM56-7B24, CFM56-7B24/2, CFM56-7B24/3, CFM56-7B24/3B1, CFM56-7B24/B1, CFM56-7B26, CFM56-7B26/2, CFM56-7B26/3, CFM56-7B26/3B1, CFM56-7B26/3B2, CFM56-7B26/3B2F, CFM56-7B26/3F, CFM56-7B26/B1, CFM56-7B26/B2, CFM56-7B27, CFM56-7B27/2, CFM56-7B27/3, CFM56-7B27/3B1, CFM56-7B27/3B1F, CFM56-7B27/3B3, CFM56-7B27/3F, CFM56-7B27/B1, and CFM56-7B27/B3; CFM56-7B27A, CFM56-7B27A/3, or CFM56-7B27AE",,,,,,,,,,,,,,
,,2022-03-21,31-May-22,,,2022-06,The Boeing Company,"787-8, 787-9, and 787-10","787-8, 787-9, and 787-10",,,,,,,,,,,,,,
,,2022-04-08,31-May-22,,,2022-06,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, -153N, and -171N; A320-211, -212, -214, -215, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, -153N, and -171N; A320-211, -212, -214, -215, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX",,,,,,,,,,,,,,
,,2022-04-09,31-May-22,,,2022-06,AVOX Systems Inc.,oxygen cylinder,oxygen cylinder,,,,,,,,,,,,,,
,,2022-05-03,31-May-22,,,2022-06,Airbus Canada Limited Partnership,BD-500-1A10 and BD-500-1A11,BD-500-1A10 and BD-500-1A11,,,,,,,,,,,,,,
,,2022-05-06,31-May-22,,,2022-06,Airbus SAS,"A300 B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203","A300 B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203",,,,,,,,,,,,,,
,,2022-05-07,31-May-22,,,2022-06,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-05-08,31-May-22,,,2022-06,General Electric Company,"CF34-10E2A1, CF34-10E5, CF34-10E5A1, CF34-10E6, CF34-10E6A1, CF34-10E7, and CF34-10E7-B","CF34-10E2A1, CF34-10E5, CF34-10E5A1, CF34-10E6, CF34-10E6A1, CF34-10E7, and CF34-10E7-B",,,,,,,,,,,,,,
,,2022-06-09,31-May-22,,,2022-06,Pratt & Whitney Division,"PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3","PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3",,,,,,,,,,,,,,
,,2022-06-10,31-May-22,,,2022-06,The Boeing Company,777-200 and 777-300,777-200 and 777-300,,,,,,,,,,,,,,
,,2022-06-11,31-May-22,,,2022-06,The Boeing Company,777-200 and 777-300,777-200 and 777-300,,,,,,,,,,,,,,
,,2022-06-02,31-May-22,,,2022-07,Airbus SAS,"A318-111 and -112; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232","A318-111 and -112; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232",,,,,,,,,,,,,,
,,2022-06-16,31-May-22,,,2022-07,The Boeing Company,"747-100, 747-100B, 747-100B SUD, 747-200B, 747-200C, 747-200F, 747-300, 747-400, 747-400D, and 747-400F","747-100, 747-100B, 747-100B SUD, 747-200B, 747-200C, 747-200F, 747-300, 747-400, 747-400D, and 747-400F",,,,,,,,,,,,,,
,,2022-07-05,31-May-22,,,2022-07,MARS A.S.,ATL-88/90-1B,ATL-88/90-1B,,,,,,,,,,,,,,
,,2021-26-20,31-May-22,,,2022-08,Airbus SAS,"A300 B4-601, B4-603, B4-620, B4-622, B4-605R, B4-622R, F4-605R, F4-622R, and C4-605R Variant F","A300 B4-601, B4-603, B4-620, B4-622, B4-605R, B4-622R, F4-605R, F4-622R, and C4-605R Variant F",,,,,,,,,,,,,,
,,2022-06-15,31-May-22,,,2022-08,De Havilland Aircraft of Canada Limited,DHC-8-401 and -402,DHC-8-401 and -402,,,,,,,,,,,,,,
,,2022-06-18,31-May-22,,,2022-08,The Boeing Company,767-2C,767-2C,,,,,,,,,,,,,,
,,2022-06-21,31-May-22,,,2022-08,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232",,,,,,,,,,,,,,
,,2022-07-06,31-May-22,,,2022-08,The Boeing Company,747-8F and 747-8,747-8F and 747-8,,,,,,,,,,,,,,
,,2022-07-10,31-May-22,,,2022-08,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-06-14,31-May-22,,,2022-09,BAE Systems (Operations) Limited,"BAe 146-100A, -200A, and -300A; Avro 146-RJ70A, 146-RJ85A, and 146-RJ100A","BAe 146-100A, -200A, and -300A; Avro 146-RJ70A, 146-RJ85A, and 146-RJ100A",,,,,,,,,,,,,,
,,2022-07-07,31-May-22,,,2022-09,The Boeing Company,"757-200, -200CB, and -300 series","757-200, -200CB, and -300 series",,,,,,,,,,,,,,
,,2022-07-08,31-May-22,,,2022-09,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232; A319-151N, -153N, and -171N; A320-251N, -252N, -253N, -271N, -272N, and -273N; A321-251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232; A319-151N, -153N, and -171N; A320-251N, -252N, -253N, -271N, -272N, and -273N; A321-251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX",,,,,,,,,,,,,,
,,2022-07-13,31-May-22,,,2022-09,Pratt & Whitney Division,"PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3","PW4074, PW4074D, PW4077, PW4077D, PW4084D, PW4090, and PW4090-3",,,,,,,,,,,,,,
,,2022-07-15,31-May-22,,,2022-09,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, -153N, and -171N; A320-211, -212, -214, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, -153N, and -171N; A320-211, -212, -214, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX",,,,,,,,,,,,,,
,,2022-08-05,31-May-22,,,2022-09,The Boeing Company,737-800 series,737-800 series,,,,,,,,,,,,,,
,,2022-08-06,31-May-22,,,2022-09,General Electric Company,"CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5A2, CF34-8C5A3, CF34-8C5B1, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1 ","CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5A2, CF34-8C5A3, CF34-8C5B1, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1 ",,,,,,,,,,,,,,
,,2022-08-07,31-May-22,,,2022-09,Embraer S.A.,"ERJ 170-100 STD, -100 LR, -100 SU, and -100 SE; ERJ 170-200 STD, -200 LR, and -200 SU; ERJ 190-100 STD, -100 LR, -100 IGW, and -100 ECJ; ERJ 190-200 STD, -200 LR, and -200 IGW","ERJ 170-100 STD, -100 LR, -100 SU, and -100 SE; ERJ 170-200 STD, -200 LR, and -200 SU; ERJ 190-100 STD, -100 LR, -100 IGW, and -100 ECJ; ERJ 190-200 STD, -200 LR, and -200 IGW",,,,,,,,,,,,,,
,,2022-08-08,31-May-22,,,2022-09,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232","A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, and -133; A320-211, -212, -214, -216, -231, -232, and -233; A321-111, -112, -131, -211, -212, -213, -231, and -232",,,,,,,,,,,,,,
,,2022-06-07,31-May-22,,,2022-10,The Boeing Company,777-200 and -300 series,777-200 and -300 series,,,,,,,,,,,,,,
,,2022-08-12,31-May-22,,,2022-10,The Boeing Company,"757-200, -200PF, -200CB, and -300 series","757-200, -200PF, -200CB, and -300 series",,,,,,,,,,,,,,
,,2022-08-14,31-May-22,,,2022-10,The Boeing Company,747-8F series,747-8F series,,,,,,,,,,,,,,
,,2022-08-16,31-May-22,,,2022-10,Rolls-Royce Deutschland Ltd & Co KG,"Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q3, Trent 1000-R3, Trent 7000-72, and Trent 7000-72C","Trent 1000-AE3, Trent 1000-CE3, Trent 1000-D3, Trent 1000-G3, Trent 1000-H3, Trent 1000-J3, Trent 1000-K3, Trent 1000-L3, Trent 1000-M3, Trent 1000-N3, Trent 1000-P3, Trent 1000-Q3, Trent 1000-R3, Trent 7000-72, and Trent 7000-72C",,,,,,,,,,,,,,
,,2022-09-01,31-May-22,,,2022-10,"Bombardier, Inc.","CL-600-1A11 (600); CL-600-2A12 (601); CL-600-2B16 (601-3A, 601-3R, and 604 Variants)","CL-600-1A11 (600); CL-600-2A12 (601); CL-600-2B16 (601-3A, 601-3R, and 604 Variants)",,,,,,,,,,,,,,
,,2022-10-04,31-May-22,,,2022-10,Engine Alliance,"GP7270, GP7272, and GP7277","GP7270, GP7272, and GP7277",,,,,,,,,,,,,,
,,2022-06-06,31-May-22,,,2022-11,The Boeing Company,"737-600, -700, -700C, -800, -900, and -900ER series; 737-8 and 737-9","737-600, -700, -700C, -800, -900, and -900ER series; 737-8 and 737-9",,,,,,,,,,,,,,
,,2022-08-04,31-May-22,,,2022-11,Airbus SAS,"A300 B2-1A, B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203","A300 B2-1A, B2-1C, B2K-3C, B2-203, B4-2C, B4-103, and B4-203",,,,,,,,,,,,,,
,,2022-09-02,31-May-22,,,2022-11,"Bombardier, Inc.",BD-100-1A10,BD-100-1A10,,,,,,,,,,,,,,
,,2022-09-03,31-May-22,,,2022-11,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-09-05,31-May-22,,,2022-11,Embraer S.A.,"ERJ 190-300, and -400","ERJ 190-300, and -400",,,,,,,,,,,,,,
,,2022-09-06,31-May-22,,,2022-11,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,,31-May-22,,,2022-11,,,,,,,,,,,,,,,,,
,,2022-09-09,31-May-22,,,2022-11,"CFM International, S.A.","LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP-1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A","LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP-1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A",,,,,,,,,,,,,,
,,2022-09-10,31-May-22,,,2022-11,Rolls-Royce Deutschland Ltd & Co KG,"RB211 Trent 875-17, RB211 Trent 877-17, RB211 Trent 884-17, RB211 Trent 884B-17, RB211 Trent 892-17, RB211 Trent 892B-17, and RB211 Trent 895-17","RB211 Trent 875-17, RB211 Trent 877-17, RB211 Trent 884-17, RB211 Trent 884B-17, RB211 Trent 892-17, RB211 Trent 892B-17, and RB211 Trent 895-17",,,,,,,,,,,,,,
,,2022-09-11,31-May-22,,,2022-11,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-09-12,31-May-22,,,2022-11,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-09-14,31-May-22,,,2022-11,General Electric Company,"CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5B1, CF34-8C5A2, CF34-8C5A3, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1","CF34-8C1, CF34-8C5, CF34-8C5A1, CF34-8C5B1, CF34-8C5A2, CF34-8C5A3, CF34-8E2, CF34-8E2A1, CF34-8E5, CF34-8E5A1, CF34-8E5A2, CF34-8E6, and CF34-8E6A1",,,,,,,,,,,,,,
,,2022-09-15,31-May-22,,,2022-11,Dassault Aviation,FALCON 2000 and FALCON 2000EX,FALCON 2000 and FALCON 2000EX,,,,,,,,,,,,,,
,,2022-10-05,31-May-22,,,2022-11,Gulfstream Aerospace Corporation,GVII-G500 and GVII-G600,GVII-G500 and GVII-G600,,,,,,,,,,,,,,
,,2022-11-03,31-May-22,,,2022-11,Airbus SAS,A350-941 and -1041,A350-941 and -1041,,,,,,,,,,,,,,
,,2022-11-51,31-May-22,,,2022-11,Embraer S.A.,"ERJ 170-200 STD, ERJ 170-200 LR, ERJ 170-200 SU, and ERJ 170-200 LL","ERJ 170-200 STD, ERJ 170-200 LR, ERJ 170-200 SU, and ERJ 170-200 LL",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,2022-09-06,14-Jun-22,,,2022-12,Airbus SAS,A350-941 and -1041,,,,,,,,,,,,,,,
,,2022-09-08,14-Jun-22,,,2022-12,The Boeing Company,"787-8, 787-9, and 787-10",,,,,,,,,,,,,,,
,,2022-09-09,14-Jun-22,,,2022-12,"CFM International, S.A.","LEAP-1A23, LEAP-1A24, LEAP-1A24E1, LEAP-1A26, LEAP-1A26CJ, LEAP-1A26E1, LEAP-1A29, LEAP-1A29CJ, LEAP-1A30, LEAP-1A32, LEAP-1A33, LEAP-1A33B2, and LEAP-1A35A",,,,,,,,,,,,,,,
,5,2022-09-16,14-Jun-22,26-May-2022,30-Jun-2022,2022-12,Airbus SAS,"A318-111, -112, -121, and -122; A319-111, -112, -113, -114, -115, -131, -132, -133, -151N, and -153N; A320-211, -212, -214, -216, -231, -232, -233, -251N, -252N, -253N, -271N, -272N, and -273N; A321-111, -112, -131, -211, -212, -213, -231, -232, -251N, -251NX, -252N, -252NX, -253N, -253NX, -271N, -271NX, -272N, and -272NX","Air Transport Association (ATA) of America Code 05, Time Limits/Maintenance Checks",2020-20-05,EASA AD 2021-0140,MP Document,"MP revision, incorporate ALS Part 2 rev 8 var 8.5",within 90 days from the effective date of this AD,None,"03809; 05463
covered by MP ITEM 531135-01-2",None,Rofiq,14-Jun-22,TDE-AD-2022-09-16-PAS,ON PROGRESS,NO ENGINEERING ACTION,
,,2022-09-18,14-Jun-22,,,2022-12,The Boeing Company,"707-100 Long Body, -200, -100B Long Body, and -100B Short Body series airplanes, and Model 707-300, -300B, -300C, and -400 series; 717-200; 727, 727C, 727-100, 727-100C, 727-200, and 727-200F series; DC-8-11, DC-8-12, DC-8-21, DC-8-31, DC-8-32, DC-8-33, DC-8-41, DC-8-42, DC-8-43, DC-8-51, DC-8-52, DC-8-53, DC-8-55, DC-8F-54, DC-8F-55, DC-8-61, DC-8-62, DC-8-63, DC-8-61F, DC-8-62F, DC-8-63F, DC-8-71, DC-8-72, DC-8-73, DC-8-71F, DC-8-72F, and DC-8-73F; DC-9-11, DC-9-12, DC-9-13, DC-9-14, DC-9-15, DC-9-15F, DC-9-21, DC-9-31, DC-9-32, DC-9-32 (VC-9C), DC-9-32F, DC-9-32F (C-9A, C-9B), DC-9-33F, DC-9-34, DC-9-34F, DC-9-41, and DC-9-51; DC-10-10, DC-10-10F, DC-10-15, DC-10-30, DC-10-30F (KC-10A and KDC-10), DC-10-40, and DC-10-40F; MD-10-10F and MD-10-30F; MD-11 and MD-11F; DC-9-81 (MD-81), DC-9-82 (MD-82), DC-9-83 (MD-83), DC-9-87 (MD-87), MD-88, and MD-90-30; ",,,,,,,,,,,,,,,
,25,2022-10-08,14-Jun-22,23-May-2022,7-Jun-2022,2022-12,Airbus SAS,"A320-214, -251N, and -271N","Air Transport Association (ATA) of America Code 25, Equipment/Furnishings",,"EASA AD 2021-0166,
AIRBUS SB 25-1BQH,
AIRBUS SB 25-1BQG","Airbus A320-214, A320-251N and A320-271N aeroplanes, manufacturer serial numbers 06640, 06674, 06720, 06799, 06819, 06824, 06829, 06849, 06860, 06868, 06904, 06914, 06946, 06952, 06967, 07033, 07047, 07053, 07074, 07083, 07116, 07145, 07147, 07162, 07172, 07192, 07200, 07205, 07209, 07321, 07329, 07331, 07333, 07359, 07370, 07380, 07391, 07396, 07399, 07429, 07504, 07507, 07510, 07512, 07517, 07533, 07547, 07563, 07571, 07594, 07618, 07629, 07701, 07703, 07731, 07737, 07751, 07753, 07786, 07795, 07813, 07914, 07971, 07990, 08020, 08035, 08048 and 08116",DET inspection per referenced SB,12 months from the effective date of this AD,None,"None,
MSNs not applicable",None,Rofiq,14-Jun-22,TDR-AD-2022-10-08-PAS,ON PROGRESS,NO ENGINEERING ACTION,
